genero,capacitación,año,carga_horaria,instructor,institución_empresa
M,Programación Web Front End,2025,18,"Josefina Espíndola, Brenda Hoffmann",Potrero Digital
M,Introducción a la Jardinería,2025,38,"Patricia Roldán, Carolina Marchetti, Natalia Paz",Grupo Pastizales
M,Introducción a la Jardinería,2025,38,"Patricia Roldán, Carolina Marchetti, Natalia Paz",Grupo Pastizales
M,Introducción a la Jardinería,2025,38,"Patricia Roldán, Carolina Marchetti, Natalia Paz",Grupo Pastizales
F,Introducción a la Jardinería,2025,38,"Patricia Roldán, Carolina Marchetti, Natalia Paz",Grupo Pastizales
F,Introducción a la Jardinería,2025,38,"Patricia Roldán, Carolina Marchetti, Natalia Paz",Grupo Pastizales
M,Introducción a la Jardinería,2025,38,"Patricia Roldán, Carolina Marchetti, Natalia Paz",Grupo Pastizales
M,Introducción a la Jardinería,2025,38,"Patricia Roldán, Carolina Marchetti, Natalia Paz",Grupo Pastizales
M,Introducción a la Jardinería,2025,38,"Patricia Roldán, Carolina Marchetti, Natalia Paz",Grupo Pastizales
M,Introducción a la Jardinería,2025,38,"Patricia Roldán, Carolina Marchetti, Natalia Paz",Grupo Pastizales
M,Introducción a la Jardinería,2025,38,"Patricia Roldán, Carolina Marchetti, Natalia Paz",Grupo Pastizales
M,Introducción a la Jardinería,2025,38,"Patricia Roldán, Carolina Marchetti, Natalia Paz",Grupo Pastizales
F,Introducción a la Jardinería,2025,38,"Patricia Roldán, Carolina Marchetti, Natalia Paz",Grupo Pastizales
M,Revisión básica del Vehículo,2025,24,Ricardo Sensolini,Rayco SRL
M,Revisión básica del Vehículo,2025,24,Ricardo Sensolini,Rayco SRL
M,Revisión básica del Vehículo,2025,24,Ricardo Sensolini,Rayco SRL
M,Revisión básica del Vehículo,2025,24,Ricardo Sensolini,Rayco SRL
M,Revisión básica del Vehículo,2025,24,Ricardo Sensolini,Rayco SRL
M,Revisión básica del Vehículo,2025,24,Ricardo Sensolini,Rayco SRL
M,Revisión básica del Vehículo,2025,24,Ricardo Sensolini,Rayco SRL
M,Revisión básica del Vehículo,2025,24,Ricardo Sensolini,Rayco SRL
M,Revisión básica del Vehículo,2025,24,Ricardo Sensolini,Rayco SRL
M,Conducción Segura en Autoelevadores 1º Edición,2025,75,"Agustin Catramado, Daniel Virelaude, Jose Tortolo","Centro de Simuladores, Resguardo Serfin"
F,Conducción Segura en Autoelevadores 1º Edición,2025,75,"Agustin Catramado, Daniel Virelaude, Jose Tortolo","Centro de Simuladores, Resguardo Serfin"
M,Conducción Segura en Autoelevadores 1º Edición,2025,75,"Agustin Catramado, Daniel Virelaude, Jose Tortolo","Centro de Simuladores, Resguardo Serfin"
F,Conducción Segura en Autoelevadores 1º Edición,2025,75,"Agustin Catramado, Daniel Virelaude, Jose Tortolo","Centro de Simuladores, Resguardo Serfin"
M,Conducción Segura en Autoelevadores 1º Edición,2025,75,"Agustin Catramado, Daniel Virelaude, Jose Tortolo","Centro de Simuladores, Resguardo Serfin"
M,Conducción Segura en Autoelevadores 1º Edición,2025,75,"Agustin Catramado, Daniel Virelaude, Jose Tortolo","Centro de Simuladores, Resguardo Serfin"
M,Conducción Segura en Autoelevadores 1º Edición,2025,75,"Agustin Catramado, Daniel Virelaude, Jose Tortolo","Centro de Simuladores, Resguardo Serfin"
M,Introducción a la Pintura Industrial Líquida,2025,8,"Andres Bardot, Agustin Catramado ","Centro de Entrenamiento de Simuladores, Industrial Coatings, WEG"
F,Introducción a la Pintura Industrial Líquida,2025,8,"Andres Bardot, Agustin Catramado ","Centro de Entrenamiento de Simuladores, Industrial Coatings, WEG"
M,Introducción a la Pintura Industrial Líquida,2025,8,"Andres Bardot, Agustin Catramado ","Centro de Entrenamiento de Simuladores, Industrial Coatings, WEG"
F,Introducción a la Pintura Industrial Líquida,2025,8,"Andres Bardot, Agustin Catramado ","Centro de Entrenamiento de Simuladores, Industrial Coatings, WEG"
M,Introducción a la Pintura Industrial Líquida,2025,8,"Andres Bardot, Agustin Catramado ","Centro de Entrenamiento de Simuladores, Industrial Coatings, WEG"
M,Introducción a la Pintura Industrial Líquida,2025,8,"Andres Bardot, Agustin Catramado ","Centro de Entrenamiento de Simuladores, Industrial Coatings, WEG"
M,Introducción a la Pintura Industrial Líquida,2025,8,"Andres Bardot, Agustin Catramado ","Centro de Entrenamiento de Simuladores, Industrial Coatings, WEG"
F,Introducción a la Pintura Industrial Líquida,2025,8,"Andres Bardot, Agustin Catramado ","Centro de Entrenamiento de Simuladores, Industrial Coatings, WEG"
M,Introducción a la Pintura Industrial Líquida,2025,8,"Andres Bardot, Agustin Catramado ","Centro de Entrenamiento de Simuladores, Industrial Coatings, WEG"
M,Introducción a la Pintura Industrial Líquida,2025,8,"Andres Bardot, Agustin Catramado ","Centro de Entrenamiento de Simuladores, Industrial Coatings, WEG"
M,Introducción a la Pintura Industrial Líquida,2025,8,"Andres Bardot, Agustin Catramado ","Centro de Entrenamiento de Simuladores, Industrial Coatings, WEG"
M,Introducción a la Pintura Industrial Líquida,2025,8,"Andres Bardot, Agustin Catramado ","Centro de Entrenamiento de Simuladores, Industrial Coatings, WEG"
M,Soldador Inicial 1º Edición,2025,30,José Dell Ellce,Conformados Metálicos
M,Soldador Inicial 1º Edición,2025,30,José Dell Ellce,Conformados Metálicos
F,Soldador Inicial 1º Edición,2025,30,José Dell Ellce,Conformados Metálicos
M,Soldador Inicial 1º Edición,2025,30,José Dell Ellce,Conformados Metálicos
M,Soldador Inicial 1º Edición,2025,30,José Dell Ellce,Conformados Metálicos
M,Soldador Inicial 1º Edición,2025,30,José Dell Ellce,Conformados Metálicos
F,Soldador Inicial 1º Edición,2025,30,José Dell Ellce,Conformados Metálicos
M,Soldador Inicial 1º Edición,2025,30,José Dell Ellce,Conformados Metálicos
M,Soldador Inicial 1º Edición,2025,30,José Dell Ellce,Conformados Metálicos
M,Soldador Inicial 1º Edición,2025,30,José Dell Ellce,Conformados Metálicos
M,Soldador Inicial 1º Edición,2025,30,José Dell Ellce,Conformados Metálicos
M,Soldador Avanzado 1º Edición,2025,26,José Dell Ellce,Conformados Metálicos
F,Soldador Avanzado 1º Edición,2025,26,José Dell Ellce,Conformados Metálicos
M,Soldador Avanzado 1º Edición,2025,26,José Dell Ellce,Conformados Metálicos
M,Soldador Avanzado 1º Edición,2025,26,José Dell Ellce,Conformados Metálicos
F,Soldador Avanzado 1º Edición,2025,26,José Dell Ellce,Conformados Metálicos
M,Soldador Avanzado 1º Edición,2025,26,José Dell Ellce,Conformados Metálicos
M,Soldador Avanzado 1º Edición,2025,26,José Dell Ellce,Conformados Metálicos
M,Soldador Avanzado 1º Edición,2025,26,José Dell Ellce,Conformados Metálicos
M,Más Allá Del Código,2025,42,"Alan Grieve, Eric Schenone",Cámara de empresas del Polo Informático de Tandil
F,Más Allá Del Código,2025,42,"Alan Grieve, Eric Schenone",Cámara de empresas del Polo Informático de Tandil
M,Más Allá Del Código,2025,42,"Alan Grieve, Eric Schenone",Cámara de empresas del Polo Informático de Tandil
F,Más Allá Del Código,2025,42,"Alan Grieve, Eric Schenone",Cámara de empresas del Polo Informático de Tandil
F,Más Allá Del Código,2025,42,"Alan Grieve, Eric Schenone",Cámara de empresas del Polo Informático de Tandil
F,Más Allá Del Código,2025,42,"Alan Grieve, Eric Schenone",Cámara de empresas del Polo Informático de Tandil
F,Más Allá Del Código,2025,42,"Alan Grieve, Eric Schenone",Cámara de empresas del Polo Informático de Tandil
F,Más Allá Del Código,2025,42,"Alan Grieve, Eric Schenone",Cámara de empresas del Polo Informático de Tandil
M,Más Allá Del Código,2025,42,"Alan Grieve, Eric Schenone",Cámara de empresas del Polo Informático de Tandil
F,Más Allá Del Código,2025,42,"Alan Grieve, Eric Schenone",Cámara de empresas del Polo Informático de Tandil
F,Más Allá Del Código,2025,42,"Alan Grieve, Eric Schenone",Cámara de empresas del Polo Informático de Tandil
F,Más Allá Del Código,2025,42,"Alan Grieve, Eric Schenone",Cámara de empresas del Polo Informático de Tandil
F,Más Allá Del Código,2025,42,"Alan Grieve, Eric Schenone",Cámara de empresas del Polo Informático de Tandil
M,Soldador Inicial 3º Edición,2025,28,José Dell Ellce,Balanzas Hook SA
M,Soldador Inicial 3º Edición,2025,28,José Dell Ellce,Balanzas Hook SA
M,Soldador Inicial 3º Edición,2025,28,José Dell Ellce,Balanzas Hook SA
M,Soldador Inicial 3º Edición,2025,28,José Dell Ellce,Balanzas Hook SA
M,Soldador Inicial 3º Edición,2025,28,José Dell Ellce,Balanzas Hook SA
M,Soldador Inicial 3º Edición,2025,28,José Dell Ellce,Balanzas Hook SA
M,Soldador Inicial 3º Edición,2025,28,José Dell Ellce,Balanzas Hook SA
M,Soldador Inicial 3º Edición,2025,28,José Dell Ellce,Balanzas Hook SA
M,Soldador Inicial y avanzado 2º Edición,2025,54,José Dell Ellce,Conformados Metálicos
M,Soldador Inicial y avanzado 2º Edición,2025,54,José Dell Ellce,Conformados Metálicos
M,Soldador Inicial y avanzado 2º Edición,2025,54,José Dell Ellce,Conformados Metálicos
M,Soldador Inicial y avanzado 2º Edición,2025,54,José Dell Ellce,Conformados Metálicos
M,Soldador Inicial y avanzado 2º Edición,2025,54,José Dell Ellce,Conformados Metálicos
M,Conducción Segura en Autoelevadores 2º Edición,2025,55,"Agustin Catramado, Carlos Neira, Daniel Virelaude,Alan Grieve","Centro de Simuladores, Corteva agriscience argentina srl"
M,Conducción Segura en Autoelevadores 2º Edición,2025,55,"Agustin Catramado, Carlos Neira, Daniel Virelaude,Alan Grieve","Centro de Simuladores, Corteva agriscience argentina srl"
M,Conducción Segura en Autoelevadores 2º Edición,2025,55,"Agustin Catramado, Carlos Neira, Daniel Virelaude,Alan Grieve","Centro de Simuladores, Corteva agriscience argentina srl"
M,Conducción Segura en Autoelevadores 2º Edición,2025,55,"Agustin Catramado, Carlos Neira, Daniel Virelaude,Alan Grieve","Centro de Simuladores, Corteva agriscience argentina srl"
M,Conducción Segura en Autoelevadores 2º Edición,2025,55,"Agustin Catramado, Carlos Neira, Daniel Virelaude,Alan Grieve","Centro de Simuladores, Corteva agriscience argentina srl"
M,Conducción Segura en Autoelevadores 2º Edición,2025,55,"Agustin Catramado, Carlos Neira, Daniel Virelaude,Alan Grieve","Centro de Simuladores, Corteva agriscience argentina srl"
F,Conducción Segura en Autoelevadores 2º Edición,2025,55,"Agustin Catramado, Carlos Neira, Daniel Virelaude,Alan Grieve","Centro de Simuladores, Corteva agriscience argentina srl"
M,Conducción Segura en Autoelevadores 2º Edición,2025,55,"Agustin Catramado, Carlos Neira, Daniel Virelaude,Alan Grieve","Centro de Simuladores, Corteva agriscience argentina srl"
M,Conducción Segura en Autoelevadores 2º Edición,2025,55,"Agustin Catramado, Carlos Neira, Daniel Virelaude,Alan Grieve","Centro de Simuladores, Corteva agriscience argentina srl"
F,Conducción Segura en Autoelevadores 2º Edición,2025,55,"Agustin Catramado, Carlos Neira, Daniel Virelaude,Alan Grieve","Centro de Simuladores, Corteva agriscience argentina srl"
M,Conducción Segura en Autoelevadores 2º Edición,2025,55,"Agustin Catramado, Carlos Neira, Daniel Virelaude,Alan Grieve","Centro de Simuladores, Corteva agriscience argentina srl"
M,Conducción Segura en Autoelevadores 2º Edición,2025,55,"Agustin Catramado, Carlos Neira, Daniel Virelaude,Alan Grieve","Centro de Simuladores, Corteva agriscience argentina srl"
M,Electricidad Industrial ,2025,40,German Giraudo,
M,Electricidad Industrial ,2025,40,German Giraudo,
M,Electricidad Industrial ,2025,40,German Giraudo,
M,Electricidad Industrial ,2025,40,German Giraudo,
M,Electricidad Industrial ,2025,40,German Giraudo,
M,Electricidad Industrial ,2025,40,German Giraudo,
M,Electricidad Industrial ,2025,40,German Giraudo,
M,Electricidad Industrial ,2025,40,German Giraudo,
M,Electricidad Industrial ,2025,40,German Giraudo,
M,Electricidad Industrial ,2025,40,German Giraudo,
M,Electricidad Industrial ,2025,40,German Giraudo,
F,Sistema Manager ,2025,12,,Manager
F,Sistema Manager ,2025,12,,Manager
M,Sistema Manager ,2025,12,,Manager
F,Sistema Manager ,2025,12,,Manager
F,Sistema Manager ,2025,12,,Manager
F,Sistema Manager ,2025,12,,Manager
F,Sistema Manager ,2025,12,,Manager
F,Sistema Manager ,2025,12,,Manager
M,Actualización en uso y mantenimiento de mixer,2025,,Griselda Troyano,
M,Actualización en uso y mantenimiento de mixer,2025,,Griselda Troyano,
M,Actualización en uso y mantenimiento de mixer,2025,,Griselda Troyano,
M,Actualización en uso y mantenimiento de mixer,2025,,Griselda Troyano,
M,Actualización en uso y mantenimiento de mixer,2025,,Griselda Troyano,
M,Actualización en uso y mantenimiento de mixer,2025,,Griselda Troyano,
M,Actualización en uso y mantenimiento de mixer,2025,,Griselda Troyano,
M,Actualización en uso y mantenimiento de mixer,2025,,Griselda Troyano,
M,Actualización en uso y mantenimiento de mixer,2025,,Griselda Troyano,
M,Actualización en uso y mantenimiento de mixer,2025,,Griselda Troyano,
M,Actualización en uso y mantenimiento de mixer,2025,,Griselda Troyano,
F,Actualización en uso y mantenimiento de mixer,2025,,Griselda Troyano,
M,Actualización en uso y mantenimiento de mixer,2025,,Griselda Troyano,
M,Actualización en uso y mantenimiento de mixer,2025,,Griselda Troyano,
M,Actualización en uso y mantenimiento de mixer,2025,,Griselda Troyano,
M,Actualización en uso y mantenimiento de mixer,2025,,Griselda Troyano,
M,Actualización en uso y mantenimiento de mixer,2025,,Griselda Troyano,
M,Actualización en uso y mantenimiento de mixer,2025,,Griselda Troyano,
M,Actualización en uso y mantenimiento de mixer,2025,,Griselda Troyano,
M,Actualización en uso y mantenimiento de mixer,2025,,Griselda Troyano,
M,Actualización en uso y mantenimiento de mixer,2025,,Griselda Troyano,
M,Actualización en uso y mantenimiento de mixer,2025,,Griselda Troyano,
M,Actualización en uso y mantenimiento de mixer,2025,,Griselda Troyano,
M,Actualización en uso y mantenimiento de mixer,2025,,Griselda Troyano,
M,Actualización en uso y mantenimiento de mixer,2025,,Griselda Troyano,
M,Actualización en uso y mantenimiento de mixer,2025,,Griselda Troyano,
M,Actualización en uso y mantenimiento de mixer,2025,,Griselda Troyano,
M,Actualización en uso y mantenimiento de mixer,2025,,Griselda Troyano,
M,Actualización en uso y mantenimiento de mixer,2025,,Griselda Troyano,
M,Actualización en uso y mantenimiento de mixer,2025,,Griselda Troyano,
M,Prompt Engineering,2025,-,-,Fundación Start Coding
M,Prompt Engineering,2025,-,-,Fundación Start Coding
M,Prompt Engineering,2025,-,-,Fundación Start Coding
M,Prompt Engineering,2025,-,-,Fundación Start Coding
M,Prompt Engineering,2025,-,-,Fundación Start Coding
M,Prompt Engineering,2025,-,-,Fundación Start Coding
M,Prompt Engineering,2025,-,-,Fundación Start Coding
M,Prompt Engineering,2025,-,-,Fundación Start Coding
M,Prompt Engineering,2025,-,-,Fundación Start Coding
M,Prompt Engineering,2025,-,-,Fundación Start Coding
M,Prompt Engineering,2025,-,-,Fundación Start Coding
M,Prompt Engineering,2025,-,-,Fundación Start Coding
F,Prompt Engineering,2025,-,-,Fundación Start Coding
M,Prompt Engineering,2025,-,-,Fundación Start Coding
M,Prompt Engineering,2025,-,-,Fundación Start Coding
M,Prompt Engineering,2025,-,-,Fundación Start Coding
M,Crea tu propio Bot ,2025,-,-,Fundación Start Coding
M,Crea tu propio Bot ,2025,-,-,Fundación Start Coding
M,Crea tu propio Bot ,2025,-,-,Fundación Start Coding
M,Crea tu propio Bot ,2025,-,-,Fundación Start Coding
F,Crea tu propio Bot ,2025,-,-,Fundación Start Coding
M,Crea tu propio Bot ,2025,-,-,Fundación Start Coding
M,Crea tu propio Bot ,2025,-,-,Fundación Start Coding
F,Crea tu propio Bot ,2025,-,-,Fundación Start Coding
F,Crea tu propio Bot ,2025,-,-,Fundación Start Coding
M,Crea tu propio Bot ,2025,-,-,Fundación Start Coding
M,Crea tu propio Bot ,2025,-,-,Fundación Start Coding
M,Crea tu propio Bot ,2025,-,-,Fundación Start Coding
M,Crea tu propio Bot ,2025,-,-,Fundación Start Coding
M,Crea tu propio Bot ,2025,-,-,Fundación Start Coding
F,Crea tu propio Bot ,2025,-,-,Fundación Start Coding
F,Operario de Semillero para Procesamiento de semillas de maíz y girasol,2025,,,UNR
M,Operario de Semillero para Procesamiento de semillas de maíz y girasol,2025,,,UNR
M,Operario de Semillero para Procesamiento de semillas de maíz y girasol,2025,,,UNR
M,Operario de Semillero para Procesamiento de semillas de maíz y girasol,2025,,,UNR
M,Operario de Semillero para Procesamiento de semillas de maíz y girasol,2025,,,UNR
M,Operario de Semillero para Procesamiento de semillas de maíz y girasol,2025,,,UNR
F,Operario de Semillero para Procesamiento de semillas de maíz y girasol,2025,,,UNR
M,Operario de Semillero para Procesamiento de semillas de maíz y girasol,2025,,,UNR
F,Operario de Semillero para Procesamiento de semillas de maíz y girasol,2025,,,UNR
M,Operario de Semillero para Procesamiento de semillas de maíz y girasol,2025,,,UNR
F,Operario de Semillero para Procesamiento de semillas de maíz y girasol,2025,,,UNR
M,Operario de Semillero para Procesamiento de semillas de maíz y girasol,2025,,,UNR
F,Operario de Semillero para Procesamiento de semillas de maíz y girasol,2025,,,UNR
M,Operario de Semillero para Procesamiento de semillas de maíz y girasol,2025,,,UNR
F,Operario de Semillero para Procesamiento de semillas de maíz y girasol,2025,,,UNR
M,Operario de Semillero para Procesamiento de semillas de maíz y girasol,2025,,,UNR
M,Operario de Semillero para Procesamiento de semillas de maíz y girasol,2025,,,UNR
M,Operario de Semillero para Procesamiento de semillas de maíz y girasol,2025,,,UNR
M,Operario de Semillero para Procesamiento de semillas de maíz y girasol,2025,,,UNR
M,Operario de Semillero para Procesamiento de semillas de maíz y girasol,2025,,,UNR
M,Operario de Semillero para Procesamiento de semillas de maíz y girasol,2025,,,UNR
F,Operario de Semillero para Procesamiento de semillas de maíz y girasol,2025,,,UNR
M,Operario de Semillero para Procesamiento de semillas de maíz y girasol,2025,,,UNR
M,Operario de Semillero para Procesamiento de semillas de maíz y girasol,2025,,,UNR
M,Operario de Semillero para Procesamiento de semillas de maíz y girasol,2025,,,UNR
M,Operario de Semillero para Procesamiento de semillas de maíz y girasol,2025,,,UNR
M,Operario de Semillero para Procesamiento de semillas de maíz y girasol,2025,,,UNR
M,Formación Profesional de Agentes de Control de Admisión y Permanencia,2025,128,"Esteban Rojas, Claudio Manero, Javier Davobe, Fernando Salinas, Nahuel Pasquinelli,Daniel Virelaude,  Arce, Mendoza",
F,Formación Profesional de Agentes de Control de Admisión y Permanencia,2025,128,"Esteban Rojas, Claudio Manero, Javier Davobe, Fernando Salinas, Nahuel Pasquinelli,Daniel Virelaude,  Arce, Mendoza",
M,Formación Profesional de Agentes de Control de Admisión y Permanencia,2025,128,"Esteban Rojas, Claudio Manero, Javier Davobe, Fernando Salinas, Nahuel Pasquinelli,Daniel Virelaude,  Arce, Mendoza",
M,Formación Profesional de Agentes de Control de Admisión y Permanencia,2025,128,"Esteban Rojas, Claudio Manero, Javier Davobe, Fernando Salinas, Nahuel Pasquinelli,Daniel Virelaude,  Arce, Mendoza",
M,Formación Profesional de Agentes de Control de Admisión y Permanencia,2025,128,"Esteban Rojas, Claudio Manero, Javier Davobe, Fernando Salinas, Nahuel Pasquinelli,Daniel Virelaude,  Arce, Mendoza",
M,Formación Profesional de Agentes de Control de Admisión y Permanencia,2025,128,"Esteban Rojas, Claudio Manero, Javier Davobe, Fernando Salinas, Nahuel Pasquinelli,Daniel Virelaude,  Arce, Mendoza",
M,Formación Profesional de Agentes de Control de Admisión y Permanencia,2025,128,"Esteban Rojas, Claudio Manero, Javier Davobe, Fernando Salinas, Nahuel Pasquinelli,Daniel Virelaude,  Arce, Mendoza",
F,Formación Profesional de Agentes de Control de Admisión y Permanencia,2025,128,"Esteban Rojas, Claudio Manero, Javier Davobe, Fernando Salinas, Nahuel Pasquinelli,Daniel Virelaude,  Arce, Mendoza",
M,Formación Profesional de Agentes de Control de Admisión y Permanencia,2025,128,"Esteban Rojas, Claudio Manero, Javier Davobe, Fernando Salinas, Nahuel Pasquinelli,Daniel Virelaude,  Arce, Mendoza",
F,Formación Profesional de Agentes de Control de Admisión y Permanencia,2025,128,"Esteban Rojas, Claudio Manero, Javier Davobe, Fernando Salinas, Nahuel Pasquinelli,Daniel Virelaude,  Arce, Mendoza",
M,Formación Profesional de Agentes de Control de Admisión y Permanencia,2025,128,"Esteban Rojas, Claudio Manero, Javier Davobe, Fernando Salinas, Nahuel Pasquinelli,Daniel Virelaude,  Arce, Mendoza",
F,Formación Profesional de Agentes de Control de Admisión y Permanencia,2025,128,"Esteban Rojas, Claudio Manero, Javier Davobe, Fernando Salinas, Nahuel Pasquinelli,Daniel Virelaude,  Arce, Mendoza",
F,Formación Profesional de Agentes de Control de Admisión y Permanencia,2025,128,"Esteban Rojas, Claudio Manero, Javier Davobe, Fernando Salinas, Nahuel Pasquinelli,Daniel Virelaude,  Arce, Mendoza",
M,Formación Profesional de Agentes de Control de Admisión y Permanencia,2025,128,"Esteban Rojas, Claudio Manero, Javier Davobe, Fernando Salinas, Nahuel Pasquinelli,Daniel Virelaude,  Arce, Mendoza",
F,Formación Profesional de Agentes de Control de Admisión y Permanencia,2025,128,"Esteban Rojas, Claudio Manero, Javier Davobe, Fernando Salinas, Nahuel Pasquinelli,Daniel Virelaude,  Arce, Mendoza",
M,Formación Profesional de Agentes de Control de Admisión y Permanencia,2025,128,"Esteban Rojas, Claudio Manero, Javier Davobe, Fernando Salinas, Nahuel Pasquinelli,Daniel Virelaude,  Arce, Mendoza",
F,Formación Profesional de Agentes de Control de Admisión y Permanencia,2025,128,"Esteban Rojas, Claudio Manero, Javier Davobe, Fernando Salinas, Nahuel Pasquinelli,Daniel Virelaude,  Arce, Mendoza",
M,Formación Profesional de Agentes de Control de Admisión y Permanencia,2025,128,"Esteban Rojas, Claudio Manero, Javier Davobe, Fernando Salinas, Nahuel Pasquinelli,Daniel Virelaude,  Arce, Mendoza",
M,Formación Profesional de Agentes de Control de Admisión y Permanencia,2025,128,"Esteban Rojas, Claudio Manero, Javier Davobe, Fernando Salinas, Nahuel Pasquinelli,Daniel Virelaude,  Arce, Mendoza",
M,Formación Profesional de Agentes de Control de Admisión y Permanencia,2025,128,"Esteban Rojas, Claudio Manero, Javier Davobe, Fernando Salinas, Nahuel Pasquinelli,Daniel Virelaude,  Arce, Mendoza",
F,Formación Profesional de Agentes de Control de Admisión y Permanencia,2025,128,"Esteban Rojas, Claudio Manero, Javier Davobe, Fernando Salinas, Nahuel Pasquinelli,Daniel Virelaude,  Arce, Mendoza",
M,Formación Profesional de Agentes de Control de Admisión y Permanencia,2025,128,"Esteban Rojas, Claudio Manero, Javier Davobe, Fernando Salinas, Nahuel Pasquinelli,Daniel Virelaude,  Arce, Mendoza",
M,Formación Profesional de Agentes de Control de Admisión y Permanencia,2025,128,"Esteban Rojas, Claudio Manero, Javier Davobe, Fernando Salinas, Nahuel Pasquinelli,Daniel Virelaude,  Arce, Mendoza",
M,Formación Profesional de Agentes de Control de Admisión y Permanencia,2025,128,"Esteban Rojas, Claudio Manero, Javier Davobe, Fernando Salinas, Nahuel Pasquinelli,Daniel Virelaude,  Arce, Mendoza",
M,Formación Profesional de Agentes de Control de Admisión y Permanencia,2025,128,"Esteban Rojas, Claudio Manero, Javier Davobe, Fernando Salinas, Nahuel Pasquinelli,Daniel Virelaude,  Arce, Mendoza",
